Date,SPY,30Y_Treasury,Gold
1999-05-01,-0.0192548080867956,-0.010052711307536,0.0324620635310622
1999-06-01,0.0148625332897905,-0.0108928061130111,0.0203980229934006
1999-07-01,0.0079123264804412,0.0340593497159866,-0.0160615928163205
1999-08-01,-0.004829864397933,-0.0067632445939647,-0.0389054484439635
1999-09-01,0.0138836083119372,0.0128316581653966,0.0051534036992738
1999-10-01,-0.0020376140012544,-0.0374611222615124,-0.0076193596829607
1999-11-01,-0.005281435495803,-0.0190683180766485,0.0001614286500197
1999-12-01,0.0171215257044361,0.0615855770363159,0.0102373343849551
2000-01-01,0.0127265117216829,0.0027666225270149,-0.0525631364589712
2000-02-01,0.0042045837365234,0.0068069062982307,0.0788972633745585
2000-03-01,-0.0007708289434336,0.0140464202700083,0.0039586469088427
2000-04-01,-0.0300603411285859,0.0392846844354506,0.0275579909806032
2000-05-01,0.0287309584112914,-0.0222816236438421,0.0470838293280829
2000-06-01,-0.0370555318837684,0.0226057128140081,0.0707136687742993
2000-07-01,-0.0247160897539206,-0.0119889318880831,0.0079895409526292
2000-08-01,-0.0101042696234859,-0.0415199029319839,0.0070568892441808
2000-09-01,-0.0268691114117831,0.0192077729190554,-0.022582727027014
2000-10-01,0.0514980321505261,-0.0184975987700871,-0.0046618454861702
2000-11-01,0.02940551652109,-0.0319259294930186,0.0118237980381238
2000-12-01,0.0442142826284728,-0.0432244970368368,0.0105390157559691
2001-01-01,0.0127964838274527,0.0284546861533193,-0.0321085213263424
2001-02-01,-0.0346136983925282,0.0206582469685069,0.0139095401969955
2001-03-01,0.0125147855103762,0.0153934462849092,-0.0154007416473547
2001-04-01,0.0119676109148301,0.0137921741989604,-0.016430542540791
2001-05-01,0.0609732353343426,0.0192149876273536,-0.0307391049160794
2001-06-01,0.0246966082590148,-0.0242404501068196,0.0286125381122735
2001-07-01,0.0397578673702221,-0.0196204695505513,0.0339012838773296
2001-08-01,0.0173834278080949,0.0296618047998347,0.0619037894796184
2001-09-01,-0.0023616434800861,-0.0176120849307246,-0.0216854328887656
2001-10-01,-0.0194743085489631,0.0026869487175768,0.0152345592444993
2001-11-01,0.0133007239799005,0.0298154974710807,0.0053900567563372
2001-12-01,0.0486060223147195,-0.0029397049971386,0.0866050749976885
2002-01-01,0.0237700204329501,-0.0207147266924884,-0.0271267749418333
2002-02-01,0.0194741724572955,-0.0017038835597755,0.0264200148227627
2002-03-01,0.0191971287372063,0.0028151326202938,-0.0204038115420521
2002-04-01,-0.0404454167405759,-0.0083954485620106,0.0306919638297041
2002-05-01,0.0114228123239061,-0.0323721633613596,0.0101954277755354
2002-06-01,0.0165595213918651,-0.0215157230860339,0.0096117531783658
2002-07-01,0.0067462615533799,-0.0292891089349186,0.0157336208104484
2002-08-01,0.021823535791047,0.0374915372952583,0.036614061561047
2002-09-01,-0.0363300810387127,-0.0231347511974536,0.0204510580162597
2002-10-01,0.0204135785273662,0.0204514305891814,0.1205819447196416
2002-11-01,0.022126715320795,0.0390669692054179,0.033620052904796
2002-12-01,0.0245417375391739,-0.0044580773392103,0.027769076614798
2003-01-01,-0.0181847564361271,-0.0021045582022002,-0.0095609064348731
2003-02-01,0.0074562241815896,0.0744397570002052,-0.0510179557777524
2003-03-01,0.0255878057112354,-0.0433814761356895,-0.009157955973683
2003-04-01,0.0376685179090209,0.0069284005728638,-0.0273323433378791
2003-05-01,-0.016459111277799,0.0253879324680402,-0.016910998951514
2003-06-01,0.0114937576874592,0.0063671551971144,-0.0145480104281745
2003-07-01,0.0693183226797597,0.0240175706695403,-0.0557542775997282
2003-08-01,0.0105936294430828,-0.0148535939430516,0.0305730000438867
2003-09-01,-0.018775622152981,0.001557906755993,0.0201496183694137
2003-10-01,0.0309726558251036,-0.0310088922116732,-0.0050350370752284
2003-11-01,-0.0092483593348286,-0.0145998769772113,0.0579636272084329
2003-12-01,0.0171494513288286,-0.0328265186300513,0.0325358584116432
2004-01-01,0.068664685910379,0.0359739578165344,-0.0405810989786204
2004-02-01,-0.0095270221859875,0.0430073344755986,-0.0162300839685634
2004-03-01,0.0183145828443868,0.0282390216028801,-0.0228079141473424
2004-04-01,0.0032142393181459,-0.0922380202020721,-0.0257316292400286
2004-05-01,-0.0025770445417948,-0.0324334954589454,0.053972339117949
2004-06-01,-0.0379042413388189,-0.0082013346009095,0.0089222173185827
2004-07-01,0.0482381986719834,-0.0380758645353831,0.0398949125646487
2004-08-01,0.0053069918305876,-0.0244452595314385,0.0188631042278981
2004-09-01,0.0109717908672041,-0.0130065063147638,0.0070940625497005
2004-10-01,-0.0065594079058528,0.0084055203575374,0.0248639202356314
2004-11-01,0.0525805044843605,-0.0321344649648054,0.068991001239688
2004-12-01,-0.053562633985675,0.0004464471489325,0.0226495161945372
2005-01-01,0.0134297560320509,-0.0136809855946178,-0.0012436675107182
2005-02-01,-0.0097900280397649,-0.0126809427083263,0.0304880629106307
2005-03-01,0.0157104645789514,-0.0157872878578196,0.0319879962629975
2005-04-01,0.0142189856262982,0.0293858635651688,0.0238888652577083
2005-05-01,-0.0198698503276621,-0.011805431205909,0.0274188081536978
2005-06-01,0.0233111079630039,0.0043729521810755,0.0085198214992634
2005-07-01,0.0433299468736527,-0.0127471416650748,0.0214129214351011
2005-08-01,-0.0010657795730168,-0.0015304360968166,0.0379633055596157
2005-09-01,0.0297624904696408,0.0294052890800191,0.0441643642146298
2005-10-01,0.0056301152489827,0.0254585891388489,-0.0043080026978036
2005-11-01,0.0147249905746532,0.0010957083689694,0.0079098789497815
2005-12-01,0.0228547107631074,-0.0195466204970041,0.0677716182705638
2006-01-01,-0.025180521444991,-0.0314256583836319,0.039743326205002
2006-02-01,0.028749880818888,0.0237235945115646,0.0238503652779283
2006-03-01,0.0046325968145925,-0.0219176311445749,0.0072741367458117
2006-04-01,-0.0153148513453633,0.0342535920025325,0.0005882785549358
2006-05-01,-0.0197649159037753,-0.0046415752495898,0.0173879436282687
2006-06-01,-0.0119117365841192,-0.0196666118669929,0.0123106163447573
2006-07-01,0.0123489971332616,-0.0102082952611338,-0.0091311491685496
2006-08-01,0.011961498120729,-0.0384425302449197,-0.0372239132312966
2006-09-01,-0.016553326637573,-0.0014034145513554,0.0143272269679401
2006-10-01,0.0492606865084865,0.0307297886960605,0.0002018441010971
2006-11-01,0.0044295137629193,-0.0250758809391342,0.0044446059202283
2006-12-01,-0.0036597591676041,0.0146815568101426,-0.0198169283065696
2007-01-01,0.0205803954272351,0.0509821673900773,0.0017371955462942
